prompt,country,llm,topic_id,topic_name,topic_volume,topic_intents,topic_visibility,topic_difficulty,brief_response,mentioned_brands_count,sources_count,gap_mentions
cheap land for sale in warren county,us,google_ai_overview,17819946008241334278,Warren County Property Tax & Records,570,informational:61;navigational:4;commercial:24;transactional:11,0,50,"To find cheap land for sale in Warren County, one should explore real estate websites like and , filtering for the lowest prices and desired acreage. Also, consider searc...",21,5,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
ojai,us,google_ai_overview,18389652965386822390,Ojai Hotels and Resorts,28020,informational:69;navigational:11;commercial:14;transactional:6,0,57,"Ojai, California is a charming, artsy town nestled in the Topatopa Mountains, just 90 minutes north of Los Angeles and 30 minutes inland from Ventura . Famous for its bou...",21,15,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
real estate advertisement examples,in,google_ai_overview,6187585589038601857,Real Estate Advertising & Marketing,4650,informational:76;navigational:4;commercial:19;transactional:1,0,74,"Real estate advertising examples include using high-quality visuals, video testimonials, and virtual tours for properties. Other examples are creating emotional, story-dr...",21,3,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
ne ohio,us,google_ai_overview,5993908729788731091,Cleveland and Northeast Ohio Population Overview,42060,informational:90;navigational:5;commercial:5,0,77,"Northeast Ohio (NEO) is a vibrant, 14-to-23 county region home to over 4 million residents . Anchored by major metropolitan hubs like Cleveland , Akron , Canton, and Youn...",21,14,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:0
how much do i qualify for a home,us,google_ai_overview,2494413940693469136,Home and Mortgage Affordability,653170,informational:83;navigational:5;commercial:9;transactional:3,0,84,"To determine how much house you qualify for, lenders primarily use your Debt-to-Income (DTI) ratio and the 28/36 rule . As a general rule of thumb, you can typically affo...",20,20,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
home refinace rate,us,google_ai_overview,14806899137521361291,Mortgage and Interest Rate Tools,9965470,informational:78;navigational:5;commercial:15;transactional:2,0,81,"Home refinance rates are the interest rates offered on refinanced mortgages, with current showing a 30-year fixed rate around 6.125% or 6.25% and a 15-year fixed rate nea...",20,7,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
student apartments for rent,ae,google_ai_overview,15846136123559820936,Dubai Budget Hostels & Student Housing,1580,informational:52;navigational:3;commercial:33;transactional:12,0,56,"To find student apartments for rent in the UAE, search on real estate platforms like and , which list options by location and property type, or use student-focused sites ...",20,6,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:0
secondary lenders,us,google_ai_overview,15625292858465627570,Mortgage News and Market Trends,14750,informational:90;navigational:5;commercial:5,0,63,"""Secondary lenders"" can refer to two different concepts: institutions operating in the secondary mortgage market where existing loans are bought and sold, and lenders who...",20,20,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
lion lenders legit,us,google_ai_overview,17968864990071551625,MoneyLion and Similar Financial Apps,37500,informational:55;navigational:9;commercial:32;transactional:4,0,60,"The legitimacy of ""Lion Lenders"" depends on which specific entity you are referring to, as several companies use ""Lion"" in their name . MoneyLion, a prominent financial t...",20,17,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
how to advertise rental property,us,google_ai_overview,7711880755272614070,Rental Property Advertising,1940,informational:66;navigational:4;commercial:29;transactional:1,0,76,"To advertise your rental property effectively, you need to syndicate your listing across major platforms, capture high-quality visuals, and write a compelling description...",20,13,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
culver city ca 90230,us,google_ai_overview,6374984714564560227,Culver City Tourism and Hospitality,28810,informational:60;navigational:21;commercial:7;transactional:12,0,66,"Culver City, CA 90230 is a highly desirable, pedestrian-friendly city in western Los Angeles County . Nicknamed the ""Heart of Screenland,"" it boasts its own municipal ser...",20,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
average house pricing,us,google_ai_overview,2494413940693469136,Home and Mortgage Affordability,653170,informational:83;navigational:5;commercial:9;transactional:3,0,84,"The median price for a home in the U.S. is approximately $442,992 as of early 2025, according to , but this figure varies significantly by region, with locations like the...",20,7,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
virtual assistant for realtors,us,google_ai_overview,1211245538459235250,Real Estate Virtual Assistant Services,10890,informational:61;navigational:3;commercial:34;transactional:2,0,66,"A real estate virtual assistant (VA) is a remote professional who handles essential back-office operations, lead follow-up, and marketing . By delegating administrative a...",20,8,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
little five point,us,google_ai_overview,13323587424118699863,Little Five Points and Vortex in Atlanta,46330,informational:80;navigational:5;commercial:14;transactional:1,0,55,"Little Five Points (often abbreviated as L5P ) is Atlanta's premier subculture hub and bohemian neighborhood . Located on the east side of Atlanta, it functions as an alt...",20,23,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
houses requiring renovation,us,google_ai_overview,7540299013793504817,Fixer Upper Homes and Real Estate,13370,informational:69;navigational:5;commercial:12;transactional:14,0,81,"Houses requiring renovation, often called fixer-uppers, are properties that need repairs, updates, or complete redesigns to become habitable or more valuable. You can fin...",20,6,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
downtown de austin,us,google_ai_overview,16451629889524918395,Austin Downtown and Streets,620,informational:81;navigational:5;commercial:5;transactional:9,0,60,"Downtown Austin is the vibrant central business district bounded by Lamar Blvd to the west, MLK Jr. Blvd to the north, I-35 to the east, and Lady Bird Lake to the south ....",20,19,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
oak loans,us,google_ai_overview,15110289415295924280,Oak Financial Services,30,informational:90;navigational:5;commercial:5,0,52,"Multiple financial companies with ""Oak"" in their name offer loans, including personal loans, mortgages, and business financing . It is important to research the specific ...",20,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
mr cooper home loan reviews,us,google_ai_overview,16822851557708960790,Mortgage and Loan Service Platforms,66770,informational:57;navigational:30;commercial:7;transactional:6,0,59,"Mr. Cooper (Nationstar Mortgage) reviews are mixed, with positive comments about the digital application process and competitive rates for origination, but overwhelmingly...",20,15,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
things seattle is known for,us,google_ai_overview,305919596501163702,Seattle Events and Activities,206110,informational:70;navigational:4;commercial:25;transactional:1,0,58,"Seattle is known for its iconic Space Needle, vibrant Pike Place Market, deep coffee culture (home to the first Starbucks), the birthplace of grunge music, its thriving t...",20,10,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:0
cheny washington,us,google_ai_overview,16965231628231394500,"Cheney, Washington Location and Community",3640,informational:75;navigational:4;commercial:20;transactional:1,0,68,"Cheney is a vibrant, historic city located in Spokane County, Washington . Situated roughly 17 miles southwest of downtown Spokane, it blends a small-town atmosphere with...",20,25,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
furnished housing websites,us,google_ai_overview,1154191547089289804,Short-term and Furnished Apartment Rentals,268600,informational:63;navigational:7;commercial:15;transactional:15,0,70,"Top websites for finding furnished housing include major rental sites like , Zillow, and HotPads, which have filters for furnished options; specialized short-term rental ...",20,11,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:1;apartments.com:1
chesterfield mo 63017,us,google_ai_overview,14484575868015182557,"Chesterfield, Missouri Area and Demographics",7420,informational:76;navigational:12;commercial:8;transactional:4,0,67,"Chesterfield, Missouri (zip code 63017) is a highly desirable, affluent suburb in western St. Louis County, located about 25 miles west of downtown St. Louis . Known for ...",20,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
for sale by owner how does it work,us,google_ai_overview,6862028314358228031,For Sale By Owner (FSBO) Properties,115540,informational:55;navigational:10;commercial:20;transactional:15,0,82,"""For Sale By Owner"" (FSBO) is the process of selling a home without a traditional listing agent . To succeed, you handle the entire transaction yourself—from pricing, mar...",20,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
dallas north area,us,google_ai_overview,12666969068708369431,North Dallas Area Guide,90,informational:90;navigational:5;commercial:5,0,57,"North Dallas is a booming, affluent Wikipedia region spanning the northern parts of the city and expanding into fast-growing suburbs like Plano, Frisco, and McKinney D Ma...",20,13,brightplace.ai:0;zillow.com:0;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:1
where can i apply for fha loan,us,google_ai_overview,9368791249272428011,FHA Loans and Home Financing,918270,informational:74;navigational:5;commercial:19;transactional:2,0,79,"You can apply for an FHA loan through a wide range of private, FHA-approved lenders, including banks, credit unions, and online mortgage companies. The Federal Housing Ad...",20,20,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
mortage information,us,google_ai_overview,6758977463793084342,Mortgage and Home Loan Services,1051530,informational:63;navigational:6;commercial:27;transactional:4,0,76,Mortgages: a guide to buying a home A mortgage is a type of loan specifically designed to help people buy homes or other real estate properties. Since most people don't h...,20,0,brightplace.ai:0;zillow.com:1;1stchoiceproperties.com:0;apartmentlist.com:0;apartments.com:0
